Complexity Measure,Value
F1,0.041007505000000055
F1v,0.07264706600000001
F2,0.19151490000000002
F3,0.19999319999999998
F4,0.41812118899999995
N1,0.122214284
N2,0.06328984700000001
N3,0.131230652
N4,0.01609336
N5,0.15525160500000001
N6,0.12741500299999997
L1,0.041643927
L2,0.085842602
L3,0.060256541
D1,-0.08080705
D2,-0.02102685
D3,-0.01923076900000001
B1,-0.171779219
B2,-0.366748828
G1,0.023501404000000004
G2,0.017438186000000022
G3,-0.06165389499999996
