Complexity Measure,Value
F1,-0.012714264999999947
F1v,0.007160546000000018
F2,0.06870394000000002
F3,0.07141043999999996
F4,0.119718569
N1,-0.09190149599999997
N2,-0.029677292999999993
N3,-0.09534689800000001
N4,-0.0175534
N5,-0.09726906499999999
N6,0.03172992299999999
L1,0.0002840070000000028
L2,-0.007507347999999997
L3,0.034200121
D1,-0.08896384
D2,-0.023066040000000003
D3,-0.01923076900000001
B1,-0.014772959
B2,-0.039380668
G1,-0.006095446000000004
G2,-0.031961774
G3,0.08757951500000005
