Complexity Measure,Value
F1,0.91623713
F1v,0.10004837
F2,0.0312342
F3,0.88174807
F4,0.72150814
N1,0.24507284
N2,0.45273642
N3,0.15681234
N4,0.01713796
N5,0.90488432
N6,0.99145745
L1,0.05201531
L2,0.06169666
L3,0.03513282
D1,0.01456727
D2,0.01199657
D3,0.82352941
B1,0.02416569
B2,0.06447858
G1,0.87383169
G2,0.41441357
G3,0.78272332
