Complexity Measure,Value
F1,0.871465306
F1v,0.056484203
F2,0.01204799
F3,0.568509615
F4,0.393028846
N1,0.121394231
N2,0.426779399
N3,0.066105769
N4,0.006009615
N5,0.737980769
N6,0.974005524
L1,0.015754629
L2,0.016826923
L3,0.001201923
D1,0.020432692
D2,0.016826923
D3,0.823529412
B1,0.047355349
B2,0.121936926
G1,0.854022031
G2,0.414813236
G3,0.740571247
