Complexity Measure,Value
F1,0.88612909
F1v,0.083058
F2,0.02159255
F3,0.81648523
F4,0.53810264
N1,0.17573872
N2,0.43060021
N3,0.09797823
N4,0.01088647
N5,0.72472784
N6,0.96568622
L1,0.03329919
L2,0.04199067
L3,0.01399689
D1,0.02643857
D2,0.02177294
D3,0.82352941
B1,0.02743541
B2,0.07283126
G1,0.85855826
G2,0.35242953
G3,0.74171006
