Complexity Measure,Value
F1,0.9585533073
F1v,0.3668156871
F2,0.8625
F3,0.9996353027
F4,0.9996353027
N1,0.4894237783
N2,0.4433687039
N3,0.3393508388
N4,0.0966447848
N5,0.595003647
N6,0.9991565544
L1,0.1491999403
L2,0.2507293946
L3,0.2060539752
D1,0.003646973
D2,0.0007293946
D3,0.2
B1,0.0016977876
B2,0.0046943753
G1,0.8762713688
G2,0.5023356392
G3,0.8129786842
