Complexity Measure,Value
F1,0.9488158329
F1v,0.3298902953
F2,0.8705882353
F3,0.9992326581
F4,0.9992326581
N1,0.4713014119
N2,0.4357894582
N3,0.3322590546
N4,0.0897790055
N5,0.5922344997
N6,0.9989343651
L1,0.1448265192
L2,0.2369551872
L3,0.1855432781
D1,0.0030693677
D2,0.0006138735
D3,0.2
B1,0.0012024481
B2,0.0033274227
G1,0.8694341386
G2,0.4769965328
G3,0.7736313224
