Complexity Measure,Value
F1,0.9561581697
F1v,0.3479982159
F2,0.9186046512
F3,0.9996666667
F4,0.9996666667
N1,0.4790833333
N2,0.439382349
N3,0.3356666667
N4,0.09525
N5,0.5945833333
N6,0.9995104028
L1,0.1472867902
L2,0.2445
L3,0.2004166667
D1,0.00175
D2,0.0003333333
D3,0.1904761905
B1,0.0
B2,0.0
G1,0.8755349196
G2,0.506154013
G3,0.8045969238
