Complexity Measure,Value
F1,0.9763498644
F1v,0.388300241
F2,0.7756410256
F3,0.9718016654
F4,0.9710446631
N1,0.3033686601
N2,0.3628338021
N3,0.2060938683
N4,0.058667676
N5,0.3887206662
N6,0.9971577315
L1,0.1316250736
L2,0.1515897048
L3,0.149318698
D1,0.0037850114
D2,0.0007570023
D3,0.2
B1,0.3861957149
B2,0.6537053815
G1,0.8332373289
G2,0.525411585
G3,0.5928445115
