Complexity Measure,Value
F1,0.97340014
F1v,0.33913887
F2,0.62650602
F3,0.99627644
F4,0.99553172
N1,0.26198987
N2,0.34056294
N3,0.1829014
N4,0.05034257
N5,0.35895144
N6,0.99308901
L1,0.11470737
L2,0.12957998
L3,0.13285672
D1,0.00297885
D2,0.00059577
D3,0.2
B1,0.44371484
B2,0.70871434
G1,0.8185251
G2,0.51332646
G3,0.52073525
