Complexity Measure,Value
F1,0.9762919736
F1v,0.3644695133
F2,0.9277108434
F3,0.9995832639
F4,0.9995832639
N1,0.2810468411
N2,0.350266491
N3,0.1931988665
N4,0.0514252375
N5,0.3701450242
N6,0.9972862205
L1,0.1222415748
L2,0.1392732122
L3,0.1415235873
D1,0.0017502917
D2,0.0003333889
D3,0.1904761905
B1,0.4176677494
B2,0.6846391105
G1,0.8276819302
G2,0.5326677372
G3,0.5351446548
