Complexity Measure,Value
F1,-0.03695820500000002
F1v,-0.046013324999999994
F2,-0.010505431
F3,-0.06745504800000002
F4,0.088226321
N1,-0.15901912999999998
N2,-0.01684021200000002
N3,-0.095045401
N4,-0.021498044
N5,-0.03168179999999998
N6,0.0024569520000000677
L1,-0.026896576
L2,-0.032354736
L3,-0.012848581000000001
D1,-0.034319707
D2,-0.024907583
D3,0.05882352999999996
B1,-0.006913117
B2,-0.018803759
G1,-0.006985164000000044
G2,-0.026956175000000027
G3,-0.007802683999999949
