Complexity Measure,Value
F1,0.90230864
F1v,0.18326525
F2,0.13743976
F3,0.91208791
F4,0.82417582
N1,0.46153846
N2,0.42530506
N3,0.32967033
N4,0.04395604
N5,0.58241758
N6,0.93998309
L1,0.11566581
L2,0.17582418
L3,0.08791209
D1,0.13186813
D2,0.03296703
D3,0.25
B1,0.0196892
B2,0.05290383
G1,0.87130647
G2,0.47444318
G3,0.72044139
