Complexity Measure,Value
F1,0.84858687
F1v,0.11777873
F2,0.0146288
F3,0.78350515
F4,0.5257732
N1,0.24742268
N2,0.33233792
N3,0.10309278
N4,0.01030928
N5,0.32989691
N6,0.84429801
L1,0.07430589
L2,0.08247423
L3,0.06185567
D1,0.12371134
D2,0.03092784
D3,0.25
B1,0.17669546
B2,0.38027199
G1,0.84170962
G2,0.42504322
G3,0.8696748
